ISIN,SECURITY NAME,BSE CODE,BSE SERIES,NSE SYMBOL,NSE SERIES,GROUP I BSE,GROUP I NSE,VAR MARGIN %
INE121E01018,JSW ENERGY LTD.,533148,A,JSWENERGY,EQ,Y,Y,40
INE700A01033,Jubilant Life Sciences Limited,530019,A,JUBILANT,EQ,Y,Y,40
INE599M01018,Just Dial Limited,535648,A,JUSTDIAL,EQ,Y,Y,40
INE668F01031,Jyothy Laboratories Ltd,532926,B,JYOTHYLAB,EQ,Y,Y,40
INE217B01036,Kajaria Ceramics Ltd,500233,A,KAJARIACER,EQ,Y,Y,40
INE220B01022,Kalpataru Power Transmission Ltd,522287,B,KALPATPOWR,EQ,Y,Y,40
INE531A01024,Kansai Nerolac Paints Ltd,500165,A,KANSAINER,EQ,Y,Y,40
INE036D01028,Karur Vysya Bank Limited,590003,B,KARURVYSYA,EQ,Y,Y,40
INE455I01029,Kaveri Seed Company Ltd,532899,A,KSCL,EQ,Y,Y,40
INE389H01022,Kec International Limited,532714,A,KEC,EQ,Y,Y,40
INE415I01015,Kiri Industries Limited,532967,B,KIRIINDUS,EQ,Y,Y,40
INE634I01029,KNR Constructions Ltd,532942,B,KNRCON,EQ,Y,Y,40
INF174K01F59,Kotak Banking ETF,-,-,KOTAKBKETF,EQ,N,Y,40
INE836A01035,KPIT Technologies Limited,532400,A,KPIT,EQ,Y,Y,40
INE930H01023,KPR Mill Ltd,532889,A,KPRMILL,EQ,Y,Y,40
INE524L01026,Kridhan Infra Limited,533482,B,KRIDHANINF,EQ,Y,Y,40
INE010V01017,L&T Technology Services Limited,540115,A,LTTS,EQ,Y,Y,40
INE269B01029,Lakshmi Machine Works Ltd,500252,A,LAXMIMACH,EQ,Y,Y,40
INE694C01018,Lakshmi Vilas Bank Ltd,534690,A,LAKSHVILAS,EQ,Y,Y,40
INE214T01019,Larsen & Toubro Infotech  Limited,540005,A,LTI,EQ,Y,Y,40
INE947Q01010,Laurus Labs Limited,540222,A,LAURUSLABS,EQ,Y,Y,40
INE473A01011,Linde India Limited (BOC India Ltd),523457,A,LINDEINDIA,EQ,Y,Y,40
INE818H01020,LT Foods Ltd,532783,B,DAAWAT,EQ,Y,Y,40
INE150G01020,Lux Industries Limited,539542,B,LUXIND,EQ,Y,Y,40
INE511C01022,Magma Fincorp Ltd,524000,B,MAGMA,EQ,Y,Y,40
INE002S01010,Mahanagar Gas Limited,539957,A,MGL,EQ,Y,Y,40
INE288A01013,Maharashtra Scooters Ltd,500266,B,MAHSCOOTER,EQ,Y,Y,40
INE271B01025,Maharashtra Seamless Ltd,500265,B,MAHSEAMLES,EQ,Y,Y,40
INE774D01024,Mahindra & Mahindra Fin Services Ltd,532720,A,M&MFIN,EQ,Y,Y,40
INE998I01010,Mahindra Holidays & Resorts India Ltd,533088,A,MHRIL,EQ,Y,Y,40
INE813A01018,Mahindra Lifespace Developers Limited,532313,A,MAHLIFE,EQ,Y,Y,40
INE766P01016,Mahindra Logistics Limited,540768,B,MAHLOG,EQ,Y,Y,40
INE898S01029,Majesco Limited,539289,B,MAJESCO,EQ,Y,Y,40
INE522D01027,Manappuram Finance Limited,531213,A,MANAPPURAM,EQ,Y,Y,40
INE103A01014,Mangalore Refinery & Petrochemicals Ltd,500109,A,MRPL,EQ,Y,Y,40
INE750C01026,Marksans Pharma Limited,524404,A,MARKSANS,EQ,Y,Y,40
INE348L01012,MAS Financial Services Limited,540749,B,MASFIN,EQ,Y,Y,40
INE759A01021,Mastek Ltd,523704,B,MASTEK,EQ,Y,Y,40
INE180A01020,Max Financial Services Limited,500271,A,MFSL,EQ,Y,Y,40
INE153U01017,Max India Limited,539981,A,MAXINDIA,EQ,Y,Y,40
INE942G01012,Mcleod Russel India Limited,532654,A,MCLEODRUSS,EQ,Y,Y,40
INE974H01013,Meghmani Organics Limited,532865,B,MEGH,EQ,Y,Y,40
INE776I01010,MEP Infrastructure Developers Limited,539126,B,MEP,EQ,Y,Y,40
INE934B01028,Mercator Limited,526235,B,MERCATOR,EQ,Y,Y,40
INE842C01021,Minda Corporation Limited,538962,B,MINDACORP,EQ,Y,Y,40
INE405E01023,Minda Industries Ltd,532539,B,MINDAIND,EQ,Y,Y,40
INE018I01017,MindTree Limited,532819,A,MINDTREE,EQ,Y,Y,40
INE771A01026,Mirza International Ltd,526642,B,MIRZAINT,EQ,Y,Y,40
INE123F01029,MMTC Ltd,513377,A,MMTC,EQ,Y,Y,40
INE490G01020,Moil Ltd,533286,A,MOIL,EQ,Y,Y,40
INE338I01027,Motilal Oswal Financial Services Ltd,532892,A,MOTILALOFS,EQ,Y,Y,40
INE356A01018,Mphasis Ltd,526299,A,MPHASIS,EQ,Y,Y,40
INE296G01013,Muthoot Capital Services Ltd,511766,B,MUTHOOTCAP,EQ,Y,Y,40
INE414G01012,Muthoot Finance Limited,533398,A,MUTHOOTFIN,EQ,Y,Y,40
INE987B01026,Natco Pharma Ltd,524816,A,NATCOPHARM,EQ,Y,Y,40
INE139A01034,National Aluminium Company Ltd,532234,A,NATIONALUM,EQ,Y,Y,40
INE870D01012,National Fertilizers Ltd,523630,B,NFL,EQ,Y,Y,40
INE725A01022,Nava Bharat Ventures Limited,513023,A,NBVENTURES,EQ,Y,Y,40
INE048G01026,Navin Fluorine International Ltd,532504,A,NAVINFLUOR,EQ,Y,Y,40
INE095N01031,NBCC (India) Limited,534309,A,NBCC,EQ,Y,Y,40
INE868B01028,NCC Ltd,500294,A,NCC,EQ,Y,Y,40
INE732C01016,NCL Industries Ltd,502168,B,NCLIND,EQ,Y,Y,40
INE239A01016,Nestle India Limited,500790,A,NESTLEIND,EQ,Y,Y,40
INE870H01013,Network18 Media & Investments Limited,532798,A,NETWORK18,EQ,Y,Y,40
INE161A01038,NIIT Ltd,500304,A,NIITLTD,EQ,Y,Y,40
INE591G01017,NIIT Technologies Ltd,532541,A,NIITTECH,EQ,Y,Y,40
INE310A01015,Nilkamal Limited,523385,A,NILKAMAL,EQ,Y,Y,40
INE589A01014,NLC India Limited,513683,A,NLCINDIA,EQ,Y,Y,40
INE163A01018,NOCIL Limited,500730,B,NOCIL,EQ,Y,Y,40
INE093I01010,Oberoi Realty Limited,533273,A,OBEROIRLTY,EQ,Y,Y,40
INE800H01010,Omaxe Ltd,532880,A,OMAXE,EQ,Y,Y,40
INE141A01014,Oriental Bank of Commerce,500315,A,ORIENTBANK,EQ,Y,Y,40
INE761H01022,Page Industries Limited,532827,A,PAGEIND,EQ,Y,Y,40
INE883N01014,Parag Milk Foods Limited,539889,A,PARAGMILK,EQ,Y,Y,40
INE262H01013,Persistent Systems Ltd,533179,A,PERSISTENT,EQ,Y,Y,40
INE182A01018,PFIZER LTD.,500680,A,PFIZER,EQ,Y,Y,40
INE211B01039,Phoenix Mills Ltd,503100,B,PHOENIXLTD,EQ,Y,Y,40
INE603J01030,PI Industries Ltd,523642,A,PIIND,EQ,Y,Y,40
INE572E01012,PNB Housing Finance Limited,540173,A,PNBHOUSING,EQ,Y,Y,40
INE195J01029,PNC Infratech Limited,539150,B,PNCINFRA,EQ,Y,Y,40
INE811K01011,Prestige Estates Projects Limited,533274,A,PRESTIGE,EQ,Y,Y,40
INE010A01011,PRISM JOHNSON LIMITED,500338,B,PRSMJOHNSN,EQ,Y,Y,40
INE877F01012,PTC India Ltd,532524,A,PTC,EQ,Y,Y,40
INE323I01011,Puravankara Limited,532891,B,PURVA,EQ,Y,Y,40
INE191H01014,PVR Ltd,532689,A,PVR,EQ,Y,Y,40
INE615P01015,Quess Corp Limited,539978,B,QUESS,EQ,Y,Y,40
INE306L01010,Quick Heal Technologies Limited,539678,B,QUICKHEAL,EQ,Y,Y,40
INE343B01030,Rajesh Exports Ltd,531500,A,RAJESHEXPO,EQ,Y,Y,40
INE613A01020,Rallis India Limited,500355,A,RALLIS,EQ,Y,Y,40
INE246B01019,Ramco Systems Ltd,532370,B,RAMCOSYS,EQ,Y,Y,40
INE399G01015,RAMKRISHNA FORGINGS LTD,532527,B,RKFORGE,EQ,Y,Y,40
INE027A01015,Rashtriya Chemicals & Fertilizers Ltd,524230,A,RCF,EQ,Y,Y,40
INE301A01014,Raymond Ltd,500330,A,RAYMOND,EQ,Y,Y,40
INE976G01028,RBL Bank Limited,540065,A,RBLBANK,EQ,Y,Y,40
INE891D01026,Redington (India) Limited,532805,A,REDINGTON,EQ,Y,Y,40
INE013A01015,Reliance Capital Ltd,500111,A,RELCAPITAL,EQ,Y,Y,40
INF732E01078,Reliance ETF Bank BeES,590106,B,BANKBEES,EQ,Y,Y,40
INF732E01011,Reliance ETF Nifty BeES,590103,B,NIFTYBEES,EQ,Y,Y,40
INE046A01015,Reliance Ind. Infra. Ltd,523445,B,RIIL,EQ,Y,Y,40
INE036A01016,Reliance Infrastructure Ltd,500390,A,RELINFRA,EQ,Y,Y,40
INE298J01013,Reliance Nippon Life Asset Management Li,540767,B,RNAM,EQ,Y,Y,40
INE614G01033,Reliance Power Ltd,532939,A,RPOWER,EQ,Y,Y,40
INE621H01010,Religare Enterprises Ltd,532915,A,RELIGARE,EQ,Y,Y,40
INE612J01015,Repco Home Finance Limited,535322,A,REPCOHOME,EQ,Y,Y,40
INE226H01026,Sadbhav Engineering Limited,532710,A,SADBHAV,EQ,Y,Y,40
INE999B01013,Sanghi Industries Ltd,526521,B,SANGHIIND,EQ,Y,Y,40
INE058A01010,Sanofi India Limited,500674,A,SANOFI,EQ,Y,Y,40
INE385C01013,Sarda Energy & Minerals Ltd,504614,B,SARDAEN,EQ,Y,Y,40
INE979A01017,Saregama India Ltd,532163,B,SAREGAMA,EQ,Y,Y,40
INE231F01020,Sasken Technologies Limited,532663,B,SASKEN,EQ,Y,Y,40
INE836B01017,Satin Creditcare Network Limited,539404,B,SATIN,EQ,Y,Y,40
INE513A01014,Schaeffler India Limited,505790,B,SCHAEFFLER,EQ,Y,Y,40
INE908D01010,Shakti Pumps India Ltd,531431,B,SHAKTIPUMP,EQ,Y,Y,40
INE274V01019,Shankara Building Products Limited,540425,B,SHANKARA,EQ,Y,Y,40
INE221J01015,Sharda Cropchem Limited,538666,A,SHARDACROP,EQ,Y,Y,40
INE109A01011,Shipping Corporation of India Ltd,523598,A,SCI,EQ,Y,Y,40
INE498B01024,SHOPPERS STOP LTD,532638,A,SHOPERSTOP,EQ,Y,Y,40
INE087H01022,Shree Renuka Sugars Ltd,532670,A,RENUKA,EQ,Y,Y,40
INE722A01011,Shriram City Union Finance Ltd,532498,A,SHRIRAMCIT,EQ,Y,Y,40
INE501W01021,Sintex Plastics Technology Ltd.,540653,B,SPTL,EQ,Y,Y,40
INE671H01015,Sobha Developers Limited,532784,A,SOBHA,EQ,Y,Y,40
INE269A01021,Sonata Software Ltd,532221,B,SONATSOFTW,EQ,Y,Y,40
INE683A01023,South Indian Bank Ltd,532218,A,SOUTHBANK,EQ,Y,Y,40
INE647A01010,SRF LTD.,503806,A,SRF,EQ,Y,Y,40
INE089C01029,Sterlite Technologies Limited,532374,A,STRTECH,EQ,Y,Y,40
INE939A01011,Strides Shasun Ltd,532531,A,STAR,EQ,Y,Y,40
INE659A01023,Sudarshan Chemical Industries Limited,506655,B,SUDARSCHEM,EQ,Y,Y,40
INE232I01014,Sun Pharma Advanced Research Company Ltd,532872,A,SPARC,EQ,Y,Y,40
INE660A01013,Sundaram Finance Ltd,590071,B,SUNDARMFIN,EQ,Y,Y,40
INE805D01034,Sunteck Realty Ltd,512179,A,SUNTECK,EQ,Y,Y,40
INE195A01028,Supreme Industries Ltd,509930,A,SUPREMEIND,EQ,Y,Y,40
INE335A01012,Surya Roshni Ltd,500336,B,SURYAROSNI,EQ,Y,Y,40
INE495B01038,Suven Life Sciences Ltd,530239,B,SUVEN,EQ,Y,Y,40
INE040H01021,Suzlon Energy Limited,532667,A,SUZLON,EQ,Y,Y,40
INE225D01027,Symphony Ltd,517385,A,SYMPHONY,EQ,Y,Y,40
INE667A01018,Syndicate Bank,532276,A,SYNDIBANK,EQ,Y,Y,40
INE398R01022,Syngene International Limited,539268,A,SYNGENE,EQ,Y,Y,40
INE142I01023,Take Solutions Ltd,532890,B,TAKE,EQ,Y,Y,40
INE488B01017,TASTY BITE EATABLES,519091,B,TASTYBITE,EQ,Y,Y,40
INE092A01019,Tata Chemicals Ltd,500770,A,TATACHEM,EQ,Y,Y,40
INE493A01027,Tata Coffee Ltd,532301,B,TATACOFFEE,EQ,Y,Y,40
INE151A01013,Tata Communications Ltd,500483,A,TATACOMM,EQ,Y,Y,40
INE670A01012,Tata Elxsi Ltd,500408,A,TATAELXSI,EQ,Y,Y,40
INE192A01025,Tata Global Beverages Limited,500800,A,TATAGLOBAL,EQ,Y,Y,40
INE672A01018,Tata Investment Corporation Ltd,501301,B,TATAINVEST,EQ,Y,Y,40
INE056C01010,TATA METALIKS LTD,513434,B,TATAMETALI,EQ,Y,Y,40
IN9155A01020,Tata Motors Limited (DVR),570001,A,TATAMTRDVR,EQ,Y,Y,40
INE245A01021,Tata Power Company Ltd,500400,A,TATAPOWER,EQ,Y,Y,40
INE674A01014,Tata Sponge Iron Ltd,513010,A,TATASPONGE,EQ,Y,Y,40
INE985S01024,TeamLease Services Limited,539658,B,TEAMLEASE,EQ,Y,Y,40
INE010J01012,Tejas Networks Limited,540595,B,TEJASNET,EQ,Y,Y,40
INE614B01018,The Karnataka Bank Limited,532652,A,KTKBANK,EQ,Y,Y,40
INE470Y01017,The New India Assurance Company Limited,540769,B,NIACL,EQ,Y,Y,40
INE331A01037,The Ramco Cements Ltd,500260,A,RAMCOCEM,EQ,Y,Y,40
INE655A01013,The State Trading Corporation of India L,512531,B,STCINDIA,EQ,Y,Y,40
INE152A01029,Thermax Ltd,500411,A,THERMAX,EQ,Y,Y,40
INE332A01027,Thomas Cook (India) Ltd,500413,B,THOMASCOOK,EQ,Y,Y,40
INE594H01019,Thyrocare Technologies Limited,539871,B,THYROCARE,EQ,Y,Y,40
INE149A01033,TI Financial Holdings Limited,504973,A,TIFIN,EQ,Y,Y,40
INE508G01029,Time Technoplast Limited,532856,A,TIMETECHNO,EQ,Y,Y,40
INE615H01020,Titagarh Wagons Ltd,532966,A,TWL,EQ,Y,Y,40
INE685A01028,Torrent Pharmaceuticals Ltd,500420,A,TORNTPHARM,EQ,Y,Y,40
INE813H01021,Torrent Power Limited,532779,A,TORNTPOWER,EQ,Y,Y,40
INE305A01015,Tourism Finance Corporation of India Ltd,526650,B,TFCILTD,EQ,Y,Y,40
INE849A01020,Trent Ltd,500251,A,TRENT,EQ,Y,Y,40
INE064C01014,Trident Limited,521064,A,TRIDENT,EQ,Y,Y,40
INE256C01024,Triveni Engineering & Industries Ltd,532356,B,TRIVENI,EQ,Y,Y,40
INE690A01010,TTK Prestige Ltd,517506,A,TTKPRESTIG,EQ,Y,Y,40
INE038F01029,TV Today Network Ltd,532515,B,TVTODAY,EQ,Y,Y,40
INE886H01027,TV18 Broadcast Ltd,532800,A,TV18BRDCST,EQ,Y,Y,40
INE516A01017,Uflex Ltd,500148,A,UFLEX,EQ,Y,Y,40
INE334L01012,Ujjivan Financial Services Limited,539874,A,UJJIVAN,EQ,Y,Y,40
INE692A01016,Union Bank of India,532477,A,UNIONBANK,EQ,Y,Y,40
INE686F01025,United Breweries Ltd,532478,A,UBL,EQ,Y,Y,40
INE945H01013,V2 Retail Limited,532867,B,V2RETAIL,EQ,Y,Y,40
INE956G01038,VA Tech Wabag Limited,533269,A,WABAG,EQ,Y,Y,40
INE825A01012,Vardhman Textiles Ltd,502986,B,VTL,EQ,Y,Y,40
INE200M01013,Varun Beverages Limited,540180,B,VBL,EQ,Y,Y,40
INE951I01027,V-Guard Industries Limited,532953,A,VGUARD,EQ,Y,Y,40
INE705A01016,Vijaya Bank,532401,A,VIJAYABANK,EQ,Y,Y,40
INE054A01027,VIP Industries Ltd,507880,A,VIPIND,EQ,Y,Y,40
INE392A01013,Visaka Industries Ltd,509055,B,VISAKAIND,EQ,Y,Y,40
INE526G01021,Vivimed Labs Ltd,532660,B,VIVIMEDLAB,EQ,Y,Y,40
INE665J01013,V-Mart Retail Limited,534976,B,VMART,EQ,Y,Y,40
INE226A01021,Voltas Ltd,500575,A,VOLTAS,EQ,Y,Y,40
INE366I01010,VRL Logistics Limited,539118,B,VRLLOG,EQ,Y,Y,40
INE764D01017,VST Tillers Tractors Ltd,531266,B,VSTTILLERS,EQ,Y,Y,40
INE342J01019,WABCO India Ltd,533023,A,WABCOINDIA,EQ,Y,Y,40
INE711A01022,Walchandnagar Industries Ltd,507410,B,WALCHANNAG,EQ,Y,Y,40
INE191B01025,Welspun Corp Limited,532144,A,WELCORP,EQ,Y,Y,40
INE192B01031,Welspun India Ltd,514162,A,WELSPUNIND,EQ,Y,Y,40
INE716A01013,Whirlpool of India Ltd,500238,A,WHIRLPOOL,EQ,Y,Y,40
INE049B01025,Wockhardt Ltd,532300,A,WOCKPHARMA,EQ,Y,Y,40
INE520A01019,Zensar Technologies Ltd,504067,B,ZENSARTECH,EQ,Y,Y,40
INE840M01016,Zuari Agro Chemicals Limited,534742,B,ZUARI,EQ,Y,Y,40
INE767A01016,Aarti Drugs Ltd,524348,B,AARTIDRUGS,EQ,Y,Y,45
INE931S01010,Adani Transmission Limited,539254,A,ADANITRANS,EQ,Y,Y,45
INE982B01019,ADF Foods Ltd,519183,B,ADFFOODS,EQ,Y,Y,45
INE758C01029,Ahluwalia Contracts (India) Ltd,532811,B,AHLUCONT,EQ,Y,Y,45
INE212H01026,Aia Engineering Limited,532683,A,AIAENG,EQ,Y,Y,45
INE438A01022,Apollo Tyres Ltd,500877,A,APOLLOTYRE,EQ,Y,Y,45
INE365D01021,Ashiana Housing & Finance India Ltd,523716,B,ASHIANA,EQ,Y,Y,45
INE563J01010,Astec Lifesciences Ltd,533138,B,ASTEC,EQ,Y,Y,45
INE545U01014,Bandhan Bank Limited,541153,B,BANDHANBNK,EQ,Y,Y,45
INE661I01014,BGR Energy Systems Ltd,532930,B,BGRENERGY,EQ,Y,Y,45
INE666D01022,Borosil Glass Works Ltd,502219,B,BOROSIL,EQ,Y,Y,45
INE110A01019,BPL Ltd,500074,B,BPL,EQ,Y,Y,45
INE120A01034,Carborundum Universal Ltd,513375,A,CARBORUNIV,EQ,Y,Y,45
INE485A01015,Century Enka Ltd,500280,B,CENTENKA,EQ,Y,Y,45
INE663B01015,Control Print Limited,522295,B,CONTROLPR,EQ,Y,Y,45
INE499A01024,DCM Shriram  Ltd,523367,B,DCMSHRIRAM,EQ,Y,Y,45
INE077A01010,Dena Bank,532121,A,DENABANK,EQ,Y,Y,45
INE041A01016,Dhampur Sugar Mills Ltd,500119,B,DHAMPURSUG,EQ,Y,Y,45
INE128A01029,Eveready Industries India Ltd,531508,B,EVEREADY,EQ,Y,Y,45
INE295A01018,EVEREST INDUSTRIES LIMITED,508906,B,EVERESTIND,EQ,Y,Y,45
INE235A01022,FINOLEX CABLES LTD.,500144,A,FINCABLES,EQ,Y,Y,45
INE276A01018,Garware Wall Ropes Ltd,509557,B,GARWALLROP,EQ,Y,Y,45
INE878A01011,GE Power India Limited,532309,B,GEPIL,EQ,Y,Y,45
INE536A01023,Grindwell Norton Ltd,506076,B,GRINDWELL,EQ,Y,Y,45
INE026A01025,Gujarat State Fertilizers & Chemicals Lt,500690,A,GSFC,EQ,Y,Y,45
INE982F01036,Hathway Cable & Datacom Ltd,533162,A,HATHWAY,EQ,Y,Y,45
INE075I01017,HealthCare Global Enterprises Limited,539787,B,HCG,EQ,Y,Y,45
INE919H01018,Indian Metals & Ferro Alloys Ltd,533047,B,IMFA,EQ,Y,Y,45
INE177A01018,Ingersoll Rand India Ltd,500210,B,INGERRAND,EQ,Y,Y,45
INE066P01011,Inox Wind Limited,539083,A,INOXWIND,EQ,Y,Y,45
INE686A01026,ITD Cementation India Ltd,509496,B,ITDCEM,EQ,Y,Y,45
INE070D01027,Jai Corp Ltd,512237,A,JAICORPLTD,EQ,Y,Y,45
INE168A01041,Jammu & Kashmir Bank Ltd,532209,A,J&KBANK,EQ,Y,Y,45
INE324A01024,Jindal Saw Ltd,500378,A,JINDALSAW,EQ,Y,Y,45
INE823G01014,JK Cement Ltd,532644,B,JKCEMENT,EQ,Y,Y,45
INE087A01019,Kesoram Industries Ltd,502937,B,KESORAMIND,EQ,Y,Y,45
INE834I01025,Khadim India Limited,540775,B,KHADIM,EQ,Y,Y,45
INE094I01018,Kolte - Patil Developers Limited,532924,B,KOLTEPATIL,EQ,Y,Y,45
INE557B01019,LIBERTY SHOES LIMITED,526596,B,LIBERTSHOE,EQ,Y,Y,45
INE153A01019,Mahanagar Telephone Nigam Ltd,500108,B,MTNL,EQ,Y,Y,45
INE201A01024,Manali Petrochemicals Ltd,500268,B,MANALIPETC,EQ,Y,Y,45
INE199A01012,MERCK LIMITED,500126,B,MERCK,EQ,Y,Y,45
INE227C01017,MM Forgings Ltd,522241,B,MMFL,EQ,Y,Y,45
INE083A01026,Morepen Laboratories Ltd,500288,B,MOREPENLAB,EQ,Y,Y,45
INE858F01012,Nitco Limited,532722,B,NITCO,EQ,Y,Y,45
INE142Z01019,Orient Electric Limited,541301,B,ORIENTELEC,EQ,Y,Y,45
INE602A01023,Phillips Carbon Black Ltd,506590,B,PHILIPCARB,EQ,Y,Y,45
INE211R01019,Power Mech Projects Limited,539302,B,POWERMECH,EQ,Y,Y,45
INE701B01021,Punj Lloyd Ltd,532693,B,PUNJLLOYD,EQ,Y,Y,45
INE614A01028,Ramco Industries Ltd,532369,B,RAMCOIND,EQ,Y,Y,45
INE217K01011,Reliance Home Finance Ltd,540709,B,RHFL,EQ,Y,Y,45
INE209B01025,Rico Auto Industries Ltd,520008,B,RICOAUTO,EQ,Y,Y,45
INE293A01013,Rolta India Ltd,500366,B,ROLTA,EQ,Y,Y,45
INE895B01021,Rupa & Company Limited,533552,B,RUPA,EQ,Y,Y,45
INE278H01035,Sandhar Technologies Limited,541163,B,SANDHAR,EQ,Y,Y,45
INE285J01010,Security and Intelligence Services Limit,540673,B,SIS,EQ,Y,Y,45
INE818A01017,Selan Exploration Technology Limited,530075,B,SELAN,EQ,Y,Y,45
INE712K01011,Shree Pushkar Chemicals & Fertilisers Li,539334,B,SHREEPUSHK,EQ,Y,Y,45
INE429C01035,Sintex Industries Ltd,502742,A,SINTEX,EQ,Y,Y,45
INE294B01019,SML Isuzu Limited,505192,B,SMLISUZU,EQ,Y,Y,45
INE734N01019,Snowman Logistics Limited,538635,B,SNOWMAN,EQ,Y,Y,45
INE343H01029,SOLAR INDUSTRIES INDIA LTD.,532725,B,SOLARINDS,EQ,Y,Y,45
INE480C01012,Som Distilleries & Breweries Ltd,507514,B,SDBL,EQ,Y,Y,45
INE947A01014,Sunflag Iron & Steel Company Ltd,500404,B,SUNFLAG,EQ,Y,Y,45
INE586B01026,Taj Gvk Hotels & Resorts Ltd,532390,B,TAJGVK,EQ,Y,Y,45
INE107A01015,Tamil Nadu Newsprint & Papers Ltd,531426,B,TNPL,EQ,Y,Y,45
INE325A01013,TIMKEN INDIA LTD.,522113,B,TIMKEN,EQ,Y,Y,45
INE948A01012,Trigyn Technologies Ltd,517562,B,TRIGYN,EQ,Y,Y,45
INE494B01023,TVS Motor Company Ltd,532343,A,TVSMOTOR,EQ,Y,Y,45
INE351A01035,Unichem Laboratories Ltd,506690,B,UNICHEMLAB,EQ,Y,Y,45
INE854D01024,United Spirits Ltd,532432,B,MCDOWELL-N,EQ,Y,Y,45
INE715A01015,Wheels India Ltd,590073,B,WHEELS,EQ,Y,Y,45
INE768C01010,Zydus Wellness Limited,531335,B,ZYDUSWELL,EQ,Y,Y,45
INE748C01020,3 I INFOTECH,532628,B,3IINFOTECH,EQ,Y,N,50
INE209A01019,Agro Tech Foods Ltd,500215,B,ATFL,EQ,Y,Y,50
INE137C01018,ALPHAGEO (INDIA )LTD,526397,B,ALPHAGEO,EQ,Y,Y,50
INE285H01022,Atlanta Limited,532759,B,ATLANTA,EQ,Y,Y,50
INE555B01013,AXISCADES Engineering Technologies Limit,532395,B,AXISCADES,EQ,Y,Y,50
INE306A01021,Bajaj Hindusthan Sugar Limited,500032,A,BAJAJHIND,EQ,Y,Y,50
INE050E01027,BALAJI AMINES LTD,530999,B,BALAMINES,EQ,Y,Y,50
INE164A01016,Balmer Lawrie & Company Ltd,523319,B,BALMLAWRIE,EQ,Y,Y,50
INE878K01010,BF Investment Limited,533303,B,BFINVEST,EQ,Y,Y,50
INE171Z01018,Bharat Dynamics Limited,541143,B,BDL,EQ,Y,Y,50
INE838B01013,BHARAT RASAYAN LTD,590021,B,BHARATRAS,EQ,Y,Y,50
INE421D01022,CCL PRODUCTS INDIA LTD,519600,B,CCL,EQ,Y,Y,50
INE660C01027,CENTRUM FINANCE LTD.,501150,B,CENTRUM,EQ,Y,Y,50
INE879I01012,D B Realty Limited,533160,B,DBREALTY,EQ,Y,N,50
INE500A01029,DCW Ltd,500117,B,DCW,EQ,Y,Y,50
INE947J01015,Den Networks Ltd,533137,A,DEN,EQ,Y,Y,50
INE325C01035,Dollar Industries Limited,541403,B,DOLLAR,EQ,Y,Y,50
INE366A01041,Dwarikesh Sugar Industries Ltd,532610,B,DWARKESH,EQ,Y,Y,50
INE988K01017,Equitas Holdings Limited,539844,A,EQUITAS,EQ,Y,Y,50
INE184H01027,Everest Kanto Cylinder Ltd,532684,B,EKC,EQ,Y,Y,50
INE223G01017,Excel Crop Care Ltd,532511,B,EXCELCROP,EQ,Y,Y,50
INE955D01029,Genus Power Infrastructures Limited,530343,B,GENUSPOWER,EQ,Y,Y,50
INE742B01025,Gufic Biosciences Ltd,509079,B,GUFICBIO,EQ,Y,Y,50
INE473B01035,Hatsun Agro Product Ltd,531531,B,HATSUN,EQ,Y,Y,50
INE475B01022,Hikal Ltd,524735,B,HIKAL,EQ,Y,Y,50
INE188B01013,Igarashi Motors India Ltd,517380,B,IGARASHI,EQ,Y,Y,50
INE219X23014,India Grid Trust,540565,IF,INDIGRID,IV,Y,Y,50
INE565A01014,INDIAN OVERSEAS EQ,532388,A,IOB,EQ,Y,Y,50
INE306R01017,Intellect Design Arena Limited,538835,A,INTELLECT,EQ,Y,Y,50
INE351F01018,Jaiprakash Power Ventures Ltd,532627,B,JPPOWER,EQ,Y,Y,50
INE927D01028,JBM Auto Ltd,532605,B,JBMA,EQ,Y,Y,50
INE645L01011,Jubilant Industries Limited,533320,B,JUBLINDS,EQ,Y,Y,50
INE587G01015,KAYA Limited,539276,B,KAYA,EQ,Y,Y,50
INE999A01015,KSB PUMPS LTD.,500249,B,KSBPUMPS,EQ,Y,Y,50
INE970X01018,Lemon Tree Hotels Limited,541233,B,LEMONTREE,EQ,Y,Y,50
INE597L01014,Lovable Lingerie Limited,533343,B,LOVABLE,EQ,Y,Y,50
INE866R01028,Matrimony.com Limited,540704,B,MATRIMONY,EQ,Y,Y,50
INE099Z01011,Mishra Dhatu Nigam Limited,541195,B,MIDHANI,EQ,Y,Y,50
INE410P01011,Narayana Hrudayalaya Limited,539551,B,NH,EQ,Y,Y,50
INE448G01010,Nath Bio-Genes (India) Limited,537291,B,NATHBIOGEN,EQ,Y,Y,50
INE278M01019,Navkar Corporation Limited,539332,A,NAVKARCORP,EQ,Y,Y,50
INE619B01017,Newgen Software Technologies Limited,540900,B,NEWGEN,EQ,Y,Y,50
INE808B01016,Opto Circuits India Ltd,532391,B,OPTOCIRCUI,EQ,Y,Y,50
INE932A01024,PENNAR INDUSTRIES LTD,513228,B,PENIND,EQ,Y,Y,50
INE633B01018,Polyplex Corporation Ltd,524051,B,POLYPLEX,EQ,Y,Y,50
INE095I01015,PPAP Automotive Limited,532934,B,PPAP,EQ,Y,Y,50
